# Legalization file
0 0      1 16      2295 144
1089   872.76624 49.184525    6 16
1090   673.83234 2210.331    2 16
1091   878.59247 1036.9016    2 16
1092   393.7135 274.8788    8 16
1093   83.6024 719.1254    6 16
1094   890.4161 2172.2642    2 16
1095   93.722046 33.245926    16 16
1096   626.96674 2077.5327    4 16
1097   332.4203 1527.1833    16 16
1098   619.33704 1009.5866    26 16
1099   300.74512 2286.836    6 16
1100   119.26483 1032.0334    2 16
1101   120.18373 399.39777    8 16
1102   177.69296 1445.6458    14 16
1103   443.26456 334.35852    16 16
1104   197.508 1303.9042    20 16
1105   333.02936 1221.1113    12 16
1106   103.68821 298.10303    14 16
1107   676.5648 554.271    8 16
1108   798.2676 252.17706    12 16
1109   814.85974 2024.7417    6 16
1110   289.55566 803.3206    6 16
1111   312.653 2036.4951    2 16
1112   781.1922 19.253006    16 16
1113   806.645 1062.791    14 16
1114   41.78878 1052.9602    6 16
1115   1235.7887 1175.55    6 16
1116   356.15082 2008.4607    10 16
1117   273.8352 269.14825    8 16
1118   675.4627 1417.5122    10 16
1119   801.8396 721.1549    6 16
1120   142.45584 1563.4312    2 16
1121   606.35657 1200.3042    8 16
1122   1.5725532 403.44296    8 16
1123   332.76794 1322.6932    16 16
1124   1628.251 2059.13    24 16
1125   745.07385 626.6852    14 16
1126   819.26514 945.626    12 16
1127   447.16833 1439.5806    6 16
1128   56.55205 1174.9387    2 16
1129   457.27362 1612.566    8 16
1130   811.91345 1482.8124    8 16
1131   590.35455 1456.3688    14 16
1132   695.8124 1312.8947    16 16
1133   249.76602 1429.791    2 16
1134   559.68805 959.1201    2 16
1135   164.09772 332.06433    8 16
1136   625.7461 322.15076    8 16
1137   618.96423 2034.8108    6 16
1138   301.3085 986.15326    2 16
1139   684.9461 2003.3928    22 16
1140   386.00275 820.30396    2 16
1141   797.9577 130.1001    6 16
1142   145.2727 1004.627    6 16
1143   26.472443 643.4087    8 16
1144   7.5112734 226.42891    8 16
1145   681.3854 100.722855    8 16
1146   705.4618 1501.3257    6 16
1147   933.9265 757.48083    101 80
1148   702.6743 1542.1267    12 16
1149   565.45544 972.64136    12 16
1150   340.89545 331.85574    8 16
1151   325.6266 438.22653    4 16
1152   387.71533 1492.499    2 16
1153   716.27673 1404.6654    8 16
1154   210.86444 1667.6094    14 16
1155   620.0133 2000.5647    14 16
1156   318.63626 1492.0356    16 16
1157   445.0557 204.10645    4 16
1158   758.3442 477.79526    6 16
1159   869.97406 2082.235    6 16
1160   799.48254 675.34106    4 16
1161   336.34442 360.4239    8 16
1162   513.8357 99.06773    12 16
1163   409.8993 518.82434    20 16
1164   650.78687 901.19934    34 16
1165   209.22449 123.62436    4 16
1166   592.4509 1592.0612    8 16
1167   696.3786 844.8013    6 16
1168   747.0738 1658.6688    2 16
1169   327.2633 2099.9434    8 16
1170   652.45807 443.01944    8 16
1171   599.1753 401.3842    8 16
1172   736.97046 216.43965    14 16
1173   593.0552 2286.682    16 16
1174   778.52893 604.3878    4 16
1175   159.87646 201.85022    6 16
1176   1379.2203 730.33936    14 16
1177   749.49927 1010.74066    14 16
1178   597.1606 917.3707    2 16
1179   127.469635 892.9614    2 16
1180   736.13403 695.1741    8 16
1181   45.3667 387.65128    4 16
1182   373.63806 323.03598    4 16
1183   496.66125 970.1521    16 16
1184   568.5383 887.60706    8 16
1185   800.2244 694.75073    4 16
1186   1231.7676 1196.5652    16 16
1187   35.8175 107.3672    2 16
1188   510.32843 2176.14    14 16
1189   774.7276 2081.6152    14 16
1190   345.56555 345.26633    4 16
1191   137.76773 959.57794    10 16
1192   497.72876 2012.7554    6 16
1193   865.8862 2245.5454    6 16
1194   253.49371 1323.5483    16 16
1195   600.3916 808.725    8 16
1196   420.91876 2122.046    14 16
1197   173.00462 1647.5164    14 16
1198   295.09375 805.7678    8 16
1199   768.9233 934.83777    6 16
1200   555.8025 893.3727    4 16
1201   1008.27576 1236.1942    6 16
1202   754.0749 2194.6216    12 16
1203   872.0864 735.4702    6 16
1204   233.84134 332.21228    4 16
1205   255.49591 2117.986    12 16
1206   207.38503 1440.9924    2 16
1207   186.34676 1662.1967    16 16
1208   951.62915 1757.3169    72 112
1209   284.12555 610.2128    6 16
1210   621.44775 2020.2822    16 16
1211   336.94482 737.443    8 16
1212   298.86072 272.6064    10 16
1213   127.25183 1431.8342    14 16
1214   686.5179 267.58386    12 16
1215   105.63588 967.66296    6 16
1216   811.3498 93.871574    6 16
1217   686.7697 1437.6843    6 16
1218   821.8568 1648.4032    14 16
1219   1831.1393 1197.9397    4 16
1220   491.31494 2194.2832    18 16
1221   879.3833 1430.9822    2 16
1222   574.3628 146.03308    6 16
1223   1630.3394 1360.0735    72 112
1224   316.82697 1543.3262    16 16
1225   174.1192 908.90466    4 16
1226   1088.47 2057.157    24 16
1227   712.088 759.7887    14 16
1228   92.237 415.08163    10 16
1229   14.457843 1074.1625    2 16
1230   552.1411 729.0952    18 16
1231   6.3301163 819.8332    8 16
1232   321.42963 986.96423    4 16
1233   825.5326 1580.3127    12 16
1234   525.72253 1599.4438    24 16
1235   544.7373 1022.93945    4 16
1236   361.87442 1379.3613    12 16
1237   18.346458 573.0818    8 16
1238   30.1941 700.5492    6 16
1239   886.68634 2284.4375    6 16
1240   14.942623 886.9893    8 16
1241   449.2598 1539.4714    8 16
1242   632.6341 94.72548    14 16
1243   766.97363 2197.7227    12 16
1244   29.293095 906.17505    8 16
1245   397.0664 1400.0731    2 16
1246   506.25336 54.509186    2 16
1247   705.0431 1439.0417    2 16
1248   491.01587 987.15717    16 16
1249   776.7434 972.6559    14 16
1250   205.87408 382.04193    6 16
1251   753.0913 1543.8301    6 16
1252   608.2306 1147.0798    8 16
1253   407.1402 2175.2876    16 16
1254   640.44006 1668.4974    8 16
1255   710.72424 134.24197    8 16
1256   202.95721 1237.3748    14 16
1257   200.42596 2091.788    8 16
1258   679.71027 906.2234    26 16
1259   812.17194 498.1148    8 16
1260   71.412384 89.64136    6 16
1261   1527.9832 1185.8982    24 16
1262   860.4696 877.06946    12 16
1263   365.50516 84.84011    8 16
1264   636.16724 1369.152    14 16
1265   787.1533 191.81653    6 16
1266   557.8452 1561.4509    28 16
1267   829.01355 2184.999    2 16
1268   311.35132 230.491    14 16
1269   141.93925 1426.8119    16 16
1270   1206.8474 1019.87524    42 16
1271   85.875854 601.84033    2 16
1272   186.2673 1670.4836    2 16
1273   160.09354 684.245    14 16
1274   1391.7627 1814.937    2 16
1275   366.50516 75.70235    6 16
1276   867.1619 2269.8823    14 16
1277   1139.4453 898.6615    12 16
1278   414.23593 1293.1193    14 16
1279   221.99606 2181.1191    8 16
1280   606.4983 1578.1067    8 16
1281   866.5924 676.7585    10 16
1282   592.1321 2254.6875    14 16
1283   319.4508 809.87823    2 16
1284   825.7096 164.6329    8 16
1285   498.25165 1564.4324    2 16
1286   400.06796 969.93506    12 16
1287   791.32996 586.5513    2 16
1288   123.86723 31.091347    10 16
1289   402.12042 165.22191    18 16
1290   1331.77 1451.522    24 16
1291   252.40317 43.208885    18 16
1292   1247.4297 1221.0828    16 16
1293   263.5813 151.05196    6 16
1294   499.38086 567.9363    6 16
1295   879.526 1596.719    14 16
1296   651.4265 1527.0366    12 16
1297   391.2135 1074.1688    8 16
1298   259.37314 1366.9445    2 16
1299   366.50516 67.869965    6 16
1300   237.25522 961.0152    8 16
1301   415.16388 669.7432    14 16
1302   566.8109 1049.8435    12 16
1303   803.25726 2025.1008    8 16
1304   806.8478 929.50415    2 16
1305   390.99542 1111.3628    8 16
1306   147.9498 910.89954    8 16
1307   626.6129 531.81244    8 16
1308   1030.3583 597.88385    14 16
1309   597.39246 1630.3809    8 16
1310   404.9307 1093.442    4 16
1311   400.71808 2043.4004    4 16
1312   1135.7744 215.09657    42 16
1313   452.0542 646.48413    2 16
1314   186.28 1636.6013    2 16
1315   245.2525 91.00803    6 16
1316   886.04333 538.9572    6 16
1317   550.7957 219.47871    8 16
1318   165.17596 1271.582    12 16
1319   253.1008 180.88852    18 16
1320   271.086 398.85187    8 16
1321   548.08057 2214.4636    16 16
1322   110.67537 683.3788    4 16
1323   686.6398 1603.2382    4 16
1324   278.57697 832.34094    4 16
1325   469.3698 1234.274    14 16
1326   105.68822 457.4826    10 16
1327   880.7624 1486.7681    12 16
1328   29.978912 1416.242    14 16
1329   868.3027 811.4359    6 16
1330   193.44476 1158.95    2 16
1331   809.5282 2233.6506    14 16
1332   28.02354 1398.654    63 128
1333   559.0762 1181.9961    14 16
1334   526.29755 750.1969    20 16
1335   336.84924 1198.5723    4 16
1336   44.02865 370.30798    6 16
1337   1088.3091 686.42725    24 16
1338   831.4249 2105.6091    6 16
1339   1075.4596 187.9929    24 16
1340   573.2019 1267.7258    14 16
1341   411.648 421.88733    22 16
1342   532.90594 718.42    6 16
1343   596.10645 1494.3152    2 16
1344   718.70123 602.3189    2 16
1345   82.13988 325.69574    18 16
1346   126.277084 1588.9845    2 16
1347   741.062 283.88657    14 16
1348   693.0352 1616.9404    6 16
1349   671.58875 2102.4846    2 16
1350   205.94931 1333.7717    4 16
1351   84.350555 358.0199    2 16
1352   633.54706 590.3066    20 16
1353   764.6079 2160.5615    14 16
1354   766.1815 793.5924    14 16
1355   498.52502 188.57303    4 16
1356   603.03723 45.751255    8 16
1357   748.4175 1194.5879    8 16
1358   697.699 672.099    14 16
1359   566.57715 34.429314    4 16
1360   236.44632 821.3136    14 16
1361   299.08862 2230.9067    16 16
1362   409.1911 437.3886    6 16
1363   540.79694 1182.7977    14 16
1364   18.153717 529.70386    28 16
1365   350.2086 435.71283    10 16
1366   98.90157 1238.4951    14 16
1367   244.97278 2231.4937    6 16
1368   875.47095 538.9572    8 16
1369   364.01773 2193.3926    6 16
1370   58.89705 672.1615    4 16
1371   1618.8623 564.4044    101 80
1372   506.75763 540.81757    6 16
1373   193.04031 1039.314    6 16
1374   665.34973 1070.3517    16 16
1375   232.863 2019.9043    2 16
1376   544.037 50.147163    2 16
1377   43.50456 528.4788    28 16
1378   198.48305 1198.4385    20 16
1379   310.5343 733.742    6 16
1380   428.75348 2025.8357    6 16
1381   836.62177 2194.5066    14 16
1382   715.0925 309.8708    12 16
1383   593.0383 1313.6215    8 16
1384   86.027855 642.9359    14 16
1385   940.33527 19.810684    84 96
1386   151.15488 476.86206    4 16
1387   996.3003 1367.8064    24 16
1388   72.91437 1238.7642    14 16
1389   596.5155 669.3707    8 16
1390   726.63074 1366.6708    6 16
1391   -0.9711914 628.92957    10 16
1392   418.70386 1093.442    8 16
1393   752.5204 703.47363    2 16
1394   369.47382 567.9142    2 16
1395   1241.7761 434.88297    84 96
1396   561.4614 940.3706    4 16
1397   277.05438 907.099    12 16
1398   54.31409 1005.16394    12 16
1399   638.496 388.2494    16 16
1400   292.04816 519.8345    6 16
1401   546.76294 27.094318    8 16
1402   527.88446 1167.1731    14 16
1403   421.3045 161.82387    6 16
1404   375.2857 991.93835    4 16
1405   740.48047 1415.6792    6 16
1406   673.6843 1434.4507    6 16
1407   307.91107 579.0177    6 16
1408   216.13962 1494.5529    16 16
1409   87.08792 1134.275    2 16
1410   192.44882 2055.0774    8 16
1411   800.1017 100.258255    6 16
1412   589.5274 1680.9894    8 16
1413   368.63214 927.61975    4 16
1414   1028.9539 579.93933    14 16
1415   186.4553 1619.993    2 16
1416   296.2001 14.127476    4 16
1417   561.68225 1548.9099    4 16
1418   590.57184 1509.5447    14 16
1419   472.5501 26.793201    8 16
1420   1451.1587 432.58984    42 16
1421   368.26486 2061.995    14 16
1422   899.24207 1673.6143    101 80
1423   822.1234 501.8011    16 16
1424   866.65454 114.1943    8 16
1425   533.99536 1632.1438    8 16
1426   831.86505 793.4351    6 16
1427   9.854727 1043.5891    14 16
1428   5.1418266 771.6185    6 16
1429   169.71362 1079.864    6 16
1430   573.2521 232.9627    8 16
1431   641.3822 403.60202    6 16
1432   1664.7476 738.9545    6 16
1433   252.14597 1542.8274    2 16
1434   266.70224 112.21505    18 16
1435   372.82104 2173.7288    12 16
1436   408.21198 1494.4089    46 16
1437   531.6762 171.03125    8 16
1438   379.52075 1545.8152    2 16
1439   595.7407 796.1123    6 16
1440   4.5737677 1241.844    2 16
1441   743.4233 1218.0681    6 16
1442   614.6613 1069.4791    2 16
1443   335.2058 1543.6798    14 16
1444   714.1467 95.46449    8 16
1445   740.84625 536.5778    6 16
1446   65.47955 264.4715    8 16
1447   1044.2485 493.16064    16 16
1448   37.818 297.7478    4 16
1449   161.81732 1530.656    16 16
1450   801.2676 242.0055    6 16
1451   769.9177 303.15363    12 16
1452   399.67157 1341.4346    14 16
1453   931.0266 864.45264    24 16
1454   868.3407 1592.4893    8 16
1455   558.62646 1124.4406    26 16
1456   368.06607 2023.1246    14 16
1457   116.13977 10.619518    24 16
1458   376.50812 738.594    2 16
1459   39.11239 948.8656    8 16
1460   527.084 1199.7295    6 16
1461   509.44702 1558.3024    8 16
1462   143.39432 1061.8857    6 16
1463   430.71948 205.58441    2 16
1464   648.5233 1567.8569    2 16
1465   258.62543 2094.1572    14 16
1466   228.62027 646.62244    4 16
1467   411.4038 1167.2019    2 16
1468   744.07324 2019.645    16 16
1469   120.022675 468.2817    8 16
1470   305.3442 209.7771    4 16
1471   884.67615 1474.8607    6 16
1472   473.5501 52.5626    6 16
1473   378.48523 354.7719    20 16
1474   785.1922 51.04818    8 16
1475   265.38812 907.099    6 16
1476   364.61584 614.1255    4 16
1477   152.6214 670.0302    16 16
1478   520.0896 469.39465    8 16
1479   1092.0442 501.90085    42 16
1480   643.9449 1170.5713    4 16
1481   1636.8867 1867.4592    24 16
1482   514.45886 32.396397    14 16
1483   575.6653 76.71655    10 16
1484   104.20485 1180.9465    2 16
1485   768.7396 559.6358    6 16
1486   728.4033 480.14658    6 16
1487   737.62085 15.631582    10 16
1488   695.8194 5.2711143    8 16
1489   334.5041 914.4306    10 16
1490   204.78024 1629.9307    14 16
1491   383.01 1545.8152    2 16
1492   531.86804 1416.1482    14 16
1493   1472.3821 847.7546    16 16
1494   733.89746 813.1545    14 16
1495   233.06747 747.886    8 16
1496   873.18463 695.68823    4 16
1497   859.889 21.653584    4 16
1498   746.0274 830.6758    8 16
1499   180.4642 686.92316    6 16
1500   360.64862 1341.2776    16 16
1501   627.9238 1647.2932    8 16
1502   118.0564 630.99426    16 16
1503   710.67487 1567.1798    4 16
1504   665.67755 2047.3132    6 16
1505   421.16388 618.3506    2 16
1506   482.53287 2067.7876    8 16
1507   412.65372 928.8661    2 16
1508   832.30914 1555.5453    2 16
1509   781.26904 500.65424    14 16
1510   723.8972 1388.25    22 16
1511   463.9677 187.05936    4 16
1512   308.76428 753.35864    6 16
1513   298.00613 209.7771    4 16
1514   106.652664 331.9898    12 16
1515   1115.3757 584.2239    20 16
1516   1637.093 1531.1906    42 16
1517   313.44336 310.07727    8 16
1518   179.27698 2144.2412    8 16
1519   393.43518 1293.5675    14 16
1520   614.88916 417.75095    6 16
1521   520.6035 793.0758    6 16
1522   633.87085 77.862854    12 16
1523   137.97968 224.92458    20 16
1524   61.218822 1120.5037    2 16
1525   375.4121 98.04266    6 16
1526   588.7074 2034.5701    4 16
1527   570.677 1027.4023    12 16
1528   428.42328 80.698425    14 16
1529   402.99536 2053.9392    4 16
1530   608.8402 2195.004    14 16
1531   310.96097 501.77255    8 16
1532   664.23364 181.51581    18 16
1533   842.9189 2085.3623    8 16
1534   456.86957 1263.3934    14 16
1535   649.46423 2036.5774    4 16
1536   823.0487 2284.9712    6 16
1537   646.43604 533.6688    8 16
1538   583.1697 66.06038    4 16
1539   428.67596 1680.3859    16 16
1540   1158.97 1538.8121    16 16
1541   242.24615 219.96873    4 16
1542   331.99167 438.22653    4 16
1543   207.72403 860.28174    6 16
1544   75.04296 1312.0327    12 16
1545   957.03455 2019.5836    42 16
1546   668.3257 73.494    8 16
1547   634.6013 145.05942    14 16
1548   446.3601 1598.5684    8 16
1549   780.2731 2251.3335    6 16
1550   385.71005 1183.4639    16 16
1551   450.75372 2100.3662    6 16
1552   74.517044 387.036    20 16
1553   1121.5945 673.88696    14 16
1554   716.66626 1668.885    8 16
1555   449.94885 1384.2322    8 16
1556   819.8302 812.34314    6 16
1557   719.16187 1339.7169    6 16
1558   122.899994 1506.9825    14 16
1559   624.2113 15.827877    8 16
1560   246.24637 1548.2515    2 16
1561   78.8794 975.281    2 16
1562   423.17926 96.080795    6 16
1563   1057.605 691.2461    24 16
1564   784.0863 395.82953    16 16
1565   528.3533 150.63443    4 16
1566   113.275696 1168.4958    12 16
