# Legalization file
2360 148   0.0 0.0     1.0 16.0
1982   265.14166 1672.4248    12 16
1983   1642.9572 1564.1968    14 16
1984   1812.5394 917.7788    6 16
1985   597.55066 1011.6481    14 16
1986   495.5938 976.38965    2 16
1987   1512.829 283.81995    14 16
1988   1493.3981 1674.6597    14 16
1989   944.69586 1954.4789    18 16
1990   811.93976 1338.3159    14 16
1991   904.3159 894.57196    10 16
1992   1845.0535 1340.4248    8 16
1993   368.03094 1872.3058    8 16
1994   1591.1565 463.324    8 16
1995   796.85706 2113.3953    8 16
1996   1142.3262 1467.4375    14 16
1997   1636.2883 1868.0026    8 16
1998   130.55443 1408.2949    18 16
1999   1324.5232 91.06024    8 16
2000   374.9254 2302.4844    14 16
2001   551.2377 1552.4332    14 16
2002   1206.356 889.12555    14 16
2003   173.33804 369.06186    12 16
2004   36.19237 2292.4329    8 16
2005   1034.2966 1552.0791    14 16
2006   1869.8698 2214.0564    20 16
2007   704.14014 754.45276    12 16
2008   490.44965 1568.6299    8 16
2009   1695.0476 815.2258    14 16
2010   15.556679 770.3352    8 16
2011   313.62714 1337.036    6 16
2012   601.9292 1750.8665    8 16
2013   1005.1155 1078.028    8 16
2014   890.81165 1471.7644    8 16
2015   1863.2699 114.62109    8 16
2016   1596.5095 2237.7163    8 16
2017   423.3295 1896.5217    12 16
2018   211.89125 2193.5361    12 16
2019   4.9830036 717.63983    14 16
2020   221.39218 1336.7299    6 16
2021   1662.8889 159.75058    14 16
2022   228.54529 887.3966    12 16
2023   203.5563 2295.2832    6 16
2024   713.71643 1056.9534    2 16
2025   1556.4729 2066.3564    8 16
2026   1146.4421 1841.362    8 16
2027   824.4854 1172.6627    6 16
2028   1518.1088 311.68896    6 16
2029   685.35474 1934.9076    18 16
2030   338.16098 1247.6844    6 16
2031   1757.0562 846.0775    8 16
2032   668.8157 2185.9138    8 16
2033   1258.3309 1704.9277    8 16
2034   864.83093 1347.8733    18 16
2035   956.51465 867.96936    8 16
2036   494.05115 1606.0447    6 16
2037   428.26282 331.54208    10 16
2038   159.43884 436.26398    14 16
2039   1429.7258 1877.8335    14 16
2040   625.6595 552.968    14 16
2041   1043.5415 2229.5503    14 16
2042   577.57874 209.90707    6 16
2043   280.48096 1261.8425    4 16
2044   378.34454 1274.9509    6 16
2045   227.56259 360.95276    12 16
2046   1509.0718 1308.9084    14 16
2047   1185.7239 562.7114    8 16
2048   697.41736 1486.4099    18 16
2049   905.56726 1632.7937    6 16
2050   541.73486 1074.9714    8 16
2051   101.242065 773.4425    14 16
2052   1168.7668 1491.0288    6 16
2053   807.6018 413.6184    6 16
2054   1790.9668 1216.1014    8 16
2055   626.9248 1797.3828    14 16
2056   117.82914 552.53186    14 16
2057   285.57712 1032.2163    14 16
2058   1819.7317 180.82391    14 16
2059   536.44324 2061.398    10 16
2060   323.0871 1222.8605    10 16
2061   74.53993 291.8329    14 16
2062   1615.0181 910.1227    8 16
2063   1211.3333 621.74207    14 16
2064   835.4974 1752.3191    8 16
2065   1118.6948 1259.5787    12 16
2066   1581.1868 641.67975    6 16
2067   1077.5693 262.3955    8 16
2068   1322.8964 1644.9109    14 16
2069   138.80792 1909.113    12 16
2070   1741.5925 1089.5679    8 16
2071   733.6015 1671.9719    8 16
2072   1352.7764 1307.5409    10 16
2073   1337.5493 1648.6555    8 16
2074   995.3216 245.14319    14 16
2075   914.41113 1898.4766    18 16
2076   186.5406 949.3793    14 16
2077   1721.2434 1778.956    14 16
2078   441.7807 1692.6143    6 16
2079   1457.0929 867.8296    8 16
2080   1396.0559 2021.4995    6 16
2081   1757.3354 1995.1857    6 16
2082   1529.6898 1520.7642    14 16
2083   1105.159 684.3933    8 16
2084   1571.9609 1243.5934    8 16
2085   1253.1339 1314.5564    6 16
2086   538.59595 775.6083    12 16
2087   544.5527 1819.8865    14 16
2088   1498.1721 1244.9883    8 16
2089   1394.7607 636.50696    8 16
2090   1314.9971 1989.561    20 16
2091   214.13374 1151.1774    8 16
2092   951.5028 2335.4883    20 16
2093   486.51086 1106.8181    6 16
2094   1597.1675 608.19934    6 16
2095   1032.3146 1893.4302    8 16
2096   1726.1818 1421.5698    14 16
2097   854.81104 1633.5149    6 16
2098   1769.6635 1218.1531    8 16
2099   1725.6174 1170.6619    8 16
2100   1060.8649 970.43634    14 16
2101   292.55273 2110.8489    8 16
2102   592.4209 187.78984    12 16
2103   607.12244 989.3224    14 16
2104   1344.266 232.52458    8 16
2105   440.19415 1837.4635    14 16
2106   805.44995 256.66806    14 16
2107   946.498 1104.8042    8 16
2108   1547.3894 1518.7866    14 16
2109   388.22845 30.620731    8 16
2110   1196.4617 1524.9502    8 16
2111   448.84235 2252.5251    12 16
2112   243.12686 1573.2957    18 16
2113   221.45518 1782.2407    18 16
2114   505.59808 2320.4497    8 16
2115   1406.5474 1064.5051    14 16
2116   1460.3604 790.47473    4 16
2117   356.46454 1181.1274    6 16
2118   1306.0486 1316.5476    6 16
2119   221.11464 2263.7197    6 16
2120   858.35974 2129.9414    8 16
2121   421.92896 1487.802    18 16
2122   625.95325 16.933483    14 16
2123   1250.099 3.166401    14 16
2124   661.8249 375.79993    6 16
2125   656.15955 1205.6531    8 16
2126   1128.5881 330.2611    14 16
2127   1226.0717 1737.1775    14 16
2128   381.09488 1519.8092    8 16
2129   281.11884 608.33936    14 16
2130   851.5425 1874.364    8 16
2131   1679.677 1527.8049    14 16
2132   1581.0198 484.8999    8 16
2133   293.35126 297.85913    6 16
2134   386.61865 498.17343    14 16
2135   235.49307 1929.5125    6 16
2136   601.92676 851.73694    6 16
2137   1507.1353 2013.7163    8 16
2138   342.72485 2059.726    14 16
2139   148.12218 713.8955    12 16
2140   692.5277 1545.3286    8 16
2141   504.94968 -4.6886415    8 16
2142   101.68999 946.54846    6 16
2143   1706.3384 1816.4008    14 16
2144   760.08057 2021.6609    14 16
2145   1247.0219 1440.0427    8 16
2146   1445.5996 877.0681    8 16
2147   944.4174 1896.9175    18 16
2148   1535.6748 637.907    6 16
2149   659.8249 356.7533    10 16
2150   389.9055 1472.2666    6 16
2151   1513.1248 770.67126    8 16
2152   587.8073 1746.2351    4 16
2153   77.64074 1272.0583    8 16
2154   94.65166 920.6466    6 16
2155   1372.9895 318.0829    8 16
2156   1599.3044 973.49316    8 16
2157   390.2459 554.92255    14 16
2158   82.41288 1631.2327    8 16
2159   415.12155 2115.474    8 16
2160   1820.381 1917.7107    8 16
2161   643.1091 1586.6184    10 16
2162   886.3251 1293.6116    14 16
2163   194.51561 1335.9912    6 16
2164   1062.3066 1366.1471    14 16
2165   1172.9193 211.43735    6 16
2166   388.6433 272.1774    10 16
2167   1267.5164 1332.0527    8 16
2168   1818.523 1988.5232    14 16
2169   1538.0012 409.36816    8 16
2170   1467.5405 2162.2568    8 16
2171   69.365524 1577.6228    8 16
2172   453.5287 518.5017    14 16
2173   1225.8792 97.15489    8 16
2174   1592.4856 488.21808    14 16
2175   1203.9515 14.840364    8 16
2176   1430.0916 263.68182    14 16
2177   946.06396 -0.4838643    14 16
2178   1634.2006 2213.1997    14 16
2179   1825.8333 432.87283    8 16
2180   684.422 2151.17    6 16
2181   1385.9332 -0.92227316    8 16
2182   1620.7158 2190.162    8 16
2183   366.422 1759.0233    12 16
2184   811.4574 2169.312    12 16
2185   1846.5311 1758.603    18 16
2186   1338.117 1286.9264    8 16
2187   1624.228 2156.5317    8 16
2188   1526.9391 1901.8188    14 16
2189   1539.1738 1104.8162    8 16
2190   804.88635 168.26471    12 16
2191   135.09053 11.553417    8 16
2192   103.00983 2110.9346    8 16
2193   48.80702 124.72127    12 16
2194   211.86047 1801.0392    6 16
2195   878.2086 1688.9136    4 16
2196   894.70105 366.11084    8 16
2197   1211.9348 1478.0103    6 16
2198   1482.3091 934.046    6 16
2199   1013.6479 951.0004    14 16
2200   851.7399 316.59772    8 16
2201   928.26904 546.7401    8 16
2202   296.1433 1757.8435    6 16
2203   1401.79 666.28613    14 16
2204   398.59573 1967.156    14 16
2205   1150.8867 581.4601    8 16
2206   1357.3523 374.39807    18 16
2207   1157.8237 158.8797    14 16
2208   746.89624 260.7077    6 16
2209   555.75854 2007.7246    14 16
2210   788.3985 2026.3441    8 16
2211   171.55383 2003.4353    8 16
2212   1078.5891 529.8164    14 16
2213   1343.1794 560.24896    14 16
2214   4.9721994 84.421005    14 16
2215   992.6541 1991.6406    18 16
2216   476.72223 1667.888    10 16
2217   459.8894 132.35718    12 16
2218   392.91913 393.94067    14 16
2219   553.86017 1696.6628    12 16
2220   167.08923 1227.1523    18 16
2221   1419.1572 2317.109    14 16
2222   956.04065 1545.9923    8 16
2223   400.03857 191.43774    14 16
2224   862.4989 712.29205    8 16
2225   1002.29944 1007.9177    8 16
2226   25.66188 939.87225    14 16
2227   324.94443 931.6094    4 16
2228   1149.1594 1251.4209    8 16
2229   307.29254 1772.7703    12 16
2230   1060.9752 2287.3691    14 16
2231   1414.044 812.3412    8 16
2232   1737.7854 1346.3298    14 16
2233   1303.2338 1010.882    8 16
2234   671.14905 1620.9021    8 16
2235   1635.9767 597.4625    8 16
2236   1739.4807 49.734367    8 16
2237   1162.8496 1192.1514    14 16
2238   25.931873 1729.8989    14 16
2239   125.00029 773.4425    8 16
2240   945.5005 2105.2407    8 16
2241   137.86029 643.2649    6 16
2242   1609.2886 1006.9326    14 16
2243   571.87024 1017.0996    14 16
2244   1514.0027 29.545341    8 16
2245   1544.4854 494.6701    14 16
2246   960.62463 2066.4863    18 16
2247   1850.5698 1209.9894    8 16
2248   1007.48755 1483.4403    8 16
2249   95.48801 1611.7249    6 16
2250   656.95483 183.63475    6 16
2251   412.0813 1784.2273    14 16
2252   1115.1301 951.02893    6 16
2253   965.4501 1022.66187    8 16
2254   862.57965 1698.501    8 16
2255   712.07495 1485.8481    18 16
2256   286.72687 82.586334    14 16
2257   225.41783 1417.1997    2 16
2258   540.34534 2160.2927    8 16
2259   537.83154 1940.9177    14 16
2260   1841.2217 658.8355    8 16
2261   1500.395 322.13422    14 16
2262   1368.417 1420.7249    6 16
2263   695.34924 1670.0935    6 16
2264   1347.9993 110.37485    6 16
2265   55.00691 146.33005    12 16
2266   826.6013 989.1643    6 16
2267   48.52484 569.55444    12 16
2268   1580.1348 1544.9043    8 16
2269   399.87512 1668.8108    10 16
2270   381.63623 1556.0581    12 16
2271   203.99539 2144.873    8 16
2272   1049.2268 1791.5618    8 16
2273   1682.9395 1050.4023    8 16
2274   608.14526 1384.0894    2 16
2275   29.947056 1970.2622    14 16
2276   561.2646 1272.6055    14 16
2277   1807.0125 529.0384    8 16
2278   1807.4929 1537.4729    14 16
2279   1362.7241 1597.1218    8 16
2280   1391.3833 145.65115    6 16
2281   1261.1525 1335.9636    6 16
2282   40.524612 1613.4868    8 16
2283   1128.1016 498.87262    2 16
2284   1523.2733 977.01965    6 16
2285   1018.0513 853.3339    14 16
2286   160.14413 1334.6877    6 16
2287   353.40005 447.44385    12 16
2288   118.63956 1825.1401    8 16
2289   891.3519 1065.2089    8 16
2290   1213.5823 1328.2595    8 16
2291   1006.036 1106.1189    8 16
2292   457.05133 2270.4507    12 16
2293   1678.5413 300.33853    14 16
2294   1389.038 1068.6185    8 16
2295   442.59552 986.62476    12 16
2296   1695.1328 1198.7268    8 16
2297   82.21251 912.17126    12 16
2298   1285.7604 428.04196    8 16
2299   353.46106 1723.532    12 16
2300   1344.5947 1777.8573    18 16
2301   550.7388 772.3142    12 16
2302   806.4888 449.69843    8 16
2303   1189.624 1342.8425    2 16
2304   1330.0564 2140.1423    18 16
2305   1735.9426 1027.3862    8 16
2306   49.774567 2334.4539    8 16
2307   951.68 1620.7382    8 16
2308   36.780525 1078.5289    8 16
2309   852.43475 1921.3556    8 16
2310   1619.846 651.18774    6 16
2311   574.2162 725.0987    6 16
2312   415.25745 827.1797    14 16
2313   722.30383 520.54663    12 16
2314   1096.6757 2197.521    14 16
2315   997.64404 1258.6761    14 16
2316   820.8612 396.21072    2 16
2317   439.48364 2112.5078    8 16
2318   1222.0862 281.08313    14 16
2319   350.94217 1950.924    6 16
2320   1015.2985 632.98413    8 16
2321   1497.5437 337.59515    14 16
2322   1331.843 812.83826    6 16
2323   540.62756 46.331417    14 16
2324   117.56442 541.4083    8 16
2325   1620.5171 1268.4354    14 16
2326   285.95663 1337.036    6 16
2327   1357.6875 530.08154    6 16
2328   656.48865 258.88977    6 16
2329   875.0659 427.12668    14 16
2330   444.59528 1775.9973    6 16
2331   1761.3666 1774.071    14 16
2332   447.51013 632.1781    8 16
2333   426.6238 1926.6617    14 16
2334   1713.57 44.2099    8 16
2335   493.9478 1684.0691    6 16
2336   369.01416 1735.877    12 16
2337   191.3279 2108.2437    8 16
2338   1419.1965 352.54895    2 16
2339   1452.4875 2335.46    2 16
2340   461.37238 1170.9285    8 16
2341   612.1679 1717.5142    4 16
2342   1358.8802 873.3091    14 16
2343   279.4288 945.5045    6 16
2344   1097.0969 2036.4031    8 16
2345   1780.8955 937.99274    2 16
2346   176.37491 2275.9004    6 16
2347   365.91534 1855.3123    14 16
2348   1564.5481 2120.942    14 16
2349   1181.858 1895.4585    6 16
2350   1874.9213 400.8652    14 16
2351   505.50262 1172.4963    6 16
2352   825.11194 1834.1489    6 16
2353   175.71494 1569.9363    6 16
2354   1381.6282 1365.1699    6 16
2355   1849.1215 1054.2856    8 16
2356   1591.4264 299.4506    14 16
2357   286.85663 2057.1958    14 16
2358   823.7857 1679.3517    8 16
2359   642.2964 1293.0924    14 16
2360   877.14307 1195.9109    2 16
2361   1325.9624 1382.7397    2 16
2362   697.51 866.2119    14 16
2363   313.49677 1347.3011    6 16
2364   1812.3505 576.54236    18 16
2365   1041.6506 2301.9512    18 16
2366   377.41504 1077.8357    6 16
2367   661.584 154.47208    6 16
2368   749.39624 109.51677    12 16
2369   -0.5520282 1838.8615    14 16
2370   1871.0814 1941.5449    8 16
2371   1404.346 146.45316    10 16
2372   337.5536 2335.3486    8 16
2373   91.071754 1769.1377    8 16
2374   877.4343 918.70734    10 16
2375   1512.6658 443.50452    14 16
2376   1494.3452 852.823    8 16
2377   177.11581 929.2995    6 16
2378   96.20588 507.65607    6 16
2379   1130.7837 -3.7766476    8 16
2380   285.41663 33.222687    14 16
2381   1671.5769 1989.678    8 16
2382   1795.3059 1560.116    8 16
2383   185.21619 2160.0698    12 16
2384   1134.3494 2122.361    8 16
2385   61.310944 2095.6924    14 16
2386   383.61478 1424.7312    6 16
2387   1457.0929 878.49194    8 16
2388   1732.1399 1912.7212    2 16
2389   1859.8286 1702.6641    18 16
2390   1624.4951 1893.4546    8 16
2391   807.0952 110.05122    12 16
2392   1158.4526 595.6725    14 16
2393   788.6998 1371.0598    18 16
2394   1568.3896 2077.3843    2 16
2395   1127.7837 47.959415    14 16
2396   1794.8708 2231.0781    8 16
2397   1322.6711 2264.2908    8 16
2398   1800.3931 457.2875    8 16
2399   935.1267 782.4247    8 16
2400   883.8231 2075.1375    18 16
2401   1063.4783 1296.1262    14 16
2402   972.79083 530.97974    14 16
2403   1439.5227 927.0477    6 16
2404   1535.6538 472.10388    8 16
2405   25.658566 1085.395    8 16
2406   1664.4648 392.11078    14 16
2407   1534.6653 1833.2974    14 16
2408   101.74602 1934.0079    6 16
2409   957.02747 313.78027    8 16
2410   952.3723 1201.5264    14 16
2411   1011.96967 1307.3323    8 16
2412   1778.7957 510.26733    14 16
2413   63.759583 2193.8564    12 16
2414   1319.9999 1759.8757    8 16
2415   635.26074 1779.6807    4 16
2416   286.72687 116.3117    14 16
2417   662.91174 1404.4419    6 16
2418   558.01385 2270.8203    12 16
2419   1673.6418 2010.4834    8 16
2420   397.86652 1201.3647    8 16
2421   1824.0554 1023.7263    8 16
2422   268.46625 1649.3242    12 16
2423   533.2477 1373.2717    8 16
2424   66.189316 1107.3672    12 16
2425   473.84085 1584.0059    10 16
2426   4.9721956 2303.0635    14 16
2427   1761.4734 1441.6748    14 16
2428   1590.6064 1308.6869    14 16
2429   451.08936 31.938873    8 16
2430   1094.1233 317.72336    14 16
2431   510.08398 1110.9309    8 16
2432   52.368973 2059.9048    8 16
2433   689.2277 1901.1687    10 16
2434   1371.842 2245.1362    18 16
2435   189.21335 684.74677    6 16
2436   1801.8712 2299.5386    8 16
2437   1089.9922 1916.3003    14 16
2438   1395.5605 1274.6091    8 16
2439   948.8346 2213.8289    20 16
2440   212.19223 1326.9338    2 16
2441   971.2146 971.02344    14 16
2442   640.7155 2334.9688    8 16
2443   1472.9124 298.48535    8 16
2444   336.37482 353.9251    8 16
2445   674.9545 866.6553    14 16
2446   1518.2407 233.13019    8 16
2447   1367.7678 159.18225    6 16
2448   972.7849 294.34155    14 16
2449   1241.6755 1274.0403    14 16
2450   169.15503 1504.0208    14 16
2451   1556.1648 527.8518    8 16
2452   1328.7168 615.745    14 16
2453   1692.6635 547.76056    18 16
2454   645.7042 694.33997    14 16
2455   793.4653 1151.875    4 16
2456   1325.5969 397.278    2 16
2457   197.8424 1730.718    14 16
2458   1591.5859 2194.0835    14 16
2459   332.363 1152.9646    8 16
2460   1533.7795 780.0465    4 16
2461   612.098 7.6200647    8 16
2462   305.24023 777.7229    14 16
2463   191.748 272.60327    6 16
2464   1245.6729 1969.3962    8 16
2465   1634.9312 30.749382    8 16
2466   443.02173 1604.5071    4 16
2467   1821.8595 778.8163    14 16
2468   1751.506 0.12140083    14 16
2469   153.48906 276.1397    14 16
2470   429.33832 1786.4905    8 16
2471   146.75116 174.68564    6 16
2472   1424.841 1394.7053    14 16
2473   1848.7882 979.2671    14 16
2474   1409.446 1847.5177    8 16
2475   1740.0073 904.25183    8 16
2476   1067.4541 1558.9763    8 16
2477   747.84503 1306.3252    14 16
2478   865.393 1860.3242    10 16
2479   548.4772 1768.1521    10 16
2480   1652.9026 1071.5452    8 16
2481   1867.3228 1495.6184    14 16
2482   355.71017 688.6187    12 16
2483   403.48016 120.505325    6 16
2484   1422.1199 2032.6428    14 16
2485   133.2736 1727.5642    14 16
2486   289.62082 945.5045    6 16
2487   522.37036 301.89148    8 16
2488   157.96051 1370.4927    18 16
2489   689.4653 354.9039    10 16
2490   1425.7621 741.43787    20 16
